,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
466,FCL,Fineotex Chemical Limited,EQ,15-Jan-15,2,1,INE045J01026,2,FCL.NS,3.85
467,FCONSUMER,Future Consumer Limited,EQ,04-Jul-13,6,1,INE220J01025,6,FCONSUMER.NS,-2.37
468,FCSSOFT,FCS Software Solutions Limited,EQ,21-Sep-05,1,1,INE512B01022,1,FCSSOFT.NS,-0.077
469,FDC,FDC Limited,EQ,07-Aug-97,1,1,INE258B01022,1,FDC.NS,17.72
470,FEDERALBNK,The Federal Bank  Limited,EQ,08-Feb-95,2,1,INE171A01029,2,FEDERALBNK.NS,8.31
471,FEL,Future Enterprises Limited,EQ,05-Nov-01,2,1,INE623B01027,2,FEL.NS,0
472,FELDVR,Future Enterprises Limited,EQ,13-Feb-09,2,1,IN9623B01058,2,FELDVR.NS,-24.347
473,FIEMIND,Fiem Industries Limited,EQ,19-Oct-06,10,1,INE737H01014,10,FIEMIND.NS,31.15
474,FILATEX,Filatex India Limited,EQ,29-Aug-11,2,1,INE816B01027,2,FILATEX.NS,7.47
475,FINCABLES,Finolex Cables Limited,EQ,15-Feb-95,2,1,INE235A01022,2,FINCABLES.NS,23.426
476,FINEORG,Fine Organic Industries Limited,EQ,02-Jul-18,5,1,INE686Y01026,5,FINEORG.NS,39.25
477,FINPIPE,Finolex Industries Limited,EQ,08-Feb-95,2,1,INE183A01024,2,FINPIPE.NS,8.019
478,FLEXITUFF,Flexituff Ventures International Limited,EQ,19-Oct-11,10,1,INE060J01017,10,FLEXITUFF.NS,-23.98
479,FLFL,Future Lifestyle Fashions Limited,EQ,01-Oct-13,2,1,INE452O01016,2,FLFL.NS,-45.895
480,FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1,1,INE09N301011,1,FLUOROCHEM.NS,-20.17
481,FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-Feb-95,10,1,INE529A01010,10,FMGOETZE.NS,1.533
482,FMNL,Future Market Networks Limited,EQ,31-Dec-10,10,1,INE360L01017,10,FMNL.NS,-5.37
483,FORCEMOT,FORCE MOTORS LTD,EQ,03-Nov-94,10,1,INE451A01017,10,FORCEMOT.NS,-93.83
484,FORTIS,Fortis Healthcare Limited,EQ,09-May-07,10,1,INE061F01013,10,FORTIS.NS,-1.45
485,FOSECOIND,Foseco India Limited,EQ,05-May-03,10,1,INE519A01011,10,FOSECOIND.NS,24.17
486,FRETAIL,Future Retail Limited,EQ,29-Aug-16,2,1,INE752P01024,2,FRETAIL.NS,-46.66
487,FSC,Future Supply Chain Solutions Limited,EQ,18-Dec-17,10,1,INE935Q01015,10,FSC.NS,-41.007
488,FSL,Firstsource Solutions Limited,EQ,22-Feb-07,10,1,INE684F01012,10,FSL.NS,5.13
489,GABRIEL,Gabriel India Limited,EQ,20-Apr-05,1,1,INE524A01029,1,GABRIEL.NS,4.2
490,GAEL,Gujarat Ambuja Exports Limited,EQ,11-Oct-00,1,1,INE036B01030,1,GAEL.NS,14.74
491,GAIL,GAIL (India) Limited,EQ,02-Apr-97,10,1,INE129A01019,10,GAIL.NS,13.61
492,GAL,Gyscoal Alloys Limited,EQ,27-Oct-10,1,1,INE482J01021,1,GAL.NS,-6.863
493,GALAXYSURF,Galaxy Surfactants Limited,EQ,08-Feb-18,10,1,INE600K01018,10,GALAXYSURF.NS,80.748
494,GALLANTT,Gallantt Metal Limited,EQ,04-Apr-06,10,1,INE297H01019,10,GALLANTT.NS,6.262
495,GALLISPAT,Gallantt Ispat Limited,EQ,11-Oct-10,1,1,INE528K01029,1,GALLISPAT.NS,3.812
496,GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-Jan-07,5,1,INE524B01027,5,GANDHITUBE.NS,21.449
497,GANECOS,Ganesha Ecosphere Limited,EQ,09-Mar-15,10,1,INE845D01014,10,GANECOS.NS,19.94
498,GANESHBE,Ganesh Benzoplast Limited,EQ,16-Sep-21,1,1,INE388A01029,1,GANESHBE.NS,0
499,GANESHHOUC,Ganesh Housing Corporation Limited,EQ,02-Mar-07,10,1,INE460C01014,10,GANESHHOUC.NS,-21.38
500,GANGAFORGE,Ganga Forging Limited,EQ,06-Jul-21,1,1,INE691Z01023,1,GANGAFORGE.NS,-1.996
501,GANGESSECU,Ganges Securities Limited,EQ,28-Jul-17,10,1,INE335W01016,10,GANGESSECU.NS,9.79
502,GARFIBRES,Garware Technical Fibres Limited,EQ,03-Apr-07,10,1,INE276A01018,10,GARFIBRES.NS,74.64
503,GATI,GATI Limited,EQ,10-Oct-06,2,1,INE152B01027,2,GATI.NS,-18.69
504,GAYAHWS,Gayatri Highways Limited,BE,28-Jun-18,2,1,INE287Z01012,2,GAYAHWS.NS,-14.311
505,GAYAPROJ,Gayatri Projects Limited,EQ,22-Aug-11,2,1,INE336H01023,2,GAYAPROJ.NS,2.3
506,GDL,Gateway Distriparks Limited,EQ,31-Mar-05,10,1,INE852F01015,10,GDL.NS,7.96
507,GEECEE,GeeCee Ventures Limited,EQ,04-Oct-06,10,1,INE916G01016,10,GEECEE.NS,4.87
508,GEEKAYWIRE,Geekay Wires Limited,EQ,06-Mar-20,10,1,INE669X01016,10,GEEKAYWIRE.NS,7.367
509,GENCON,Generic Engineering Construction and Projects Limited,EQ,16-Feb-21,5,1,INE854S01022,5,GENCON.NS,-0.026
510,GENESYS,Genesys International Corporation Limited,EQ,23-Jan-03,5,1,INE727B01026,5,GENESYS.NS,-8.347
511,GENUSPAPER,Genus Paper & Boards Limited,EQ,16-Feb-15,1,1,INE949P01018,1,GENUSPAPER.NS,0.134
512,GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-Jul-05,1,1,INE955D01029,1,GENUSPOWER.NS,2.98
513,GEOJITFSL,Geojit Financial Services Limited,EQ,01-Jul-05,1,1,INE007B01023,1,GEOJITFSL.NS,4.414
514,GEPIL,GE Power India Limited,EQ,19-Apr-00,10,1,INE878A01011,10,GEPIL.NS,10.313
515,GESHIP,The Great Eastern Shipping Company Limited,EQ,27-Nov-06,10,1,INE017A01032,10,GESHIP.NS,62.38
516,GET&D,GE T&D India Limited,EQ,30-Jun-08,2,1,INE200A01026,2,GET&D.NS,
517,GFLLIMITED,GFL Limited,EQ,25-May-95,1,1,INE538A01037,1,GFLLIMITED.NS,-20.17
518,GFSTEELS,Grand Foundry Limited,BE,22-Jul-19,4,1,INE534A01028,4,GFSTEELS.NS,-1.96
519,GHCL,GHCL Limited,EQ,31-Jul-03,10,1,INE539A01019,10,GHCL.NS,34.23
520,GICHSGFIN,GIC Housing Finance Limited,EQ,08-May-96,10,1,INE289B01019,10,GICHSGFIN.NS,9.709
521,GICRE,General Insurance Corporation of India,EQ,25-Oct-17,5,1,INE481Y01014,5,GICRE.NS,11.246
522,GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-Dec-09,10,1,INE047B01011,10,GILLANDERS.NS,-17.968
523,GILLETTE,Gillette India Limited,EQ,30-Jul-03,10,1,INE322A01010,10,GILLETTE.NS,100.599
524,GINNIFILA,Ginni Filaments Limited,EQ,10-May-95,10,1,INE424C01010,10,GINNIFILA.NS,5.8
525,GIPCL,Gujarat Industries Power Company Limited,EQ,08-Feb-95,10,1,INE162A01010,10,GIPCL.NS,12.12
526,GKWLIMITED,GKW Limited,EQ,20-Jul-09,10,1,INE528A01020,10,GKWLIMITED.NS,15.039
527,GLAND,Gland Pharma Limited,EQ,20-Nov-20,1,1,INE068V01023,1,GLAND.NS,59.691
528,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-Dec-00,10,1,INE159A01016,10,GLAXO.NS,21.14
529,GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-Feb-00,1,1,INE935A01035,1,GLENMARK.NS,34.38
530,GLFL,Gujarat Lease Financing Limited,EQ,08-Feb-95,10,1,INE540A01017,10,GLFL.NS,-0.13
531,GLOBAL,Global Education Limited,EQ,07-Dec-20,10,1,INE291W01011,10,GLOBAL.NS,7.733
532,GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-Oct-06,10,1,INE792H01019,10,GLOBALVECT.NS,-20.91
533,GLOBE,Globe Textiles (India) Limited,EQ,07-Oct-20,2,1,INE581X01021,2,GLOBE.NS,3.224
534,GLOBUSSPR,Globus Spirits Limited,EQ,23-Sep-09,10,1,INE615I01010,10,GLOBUSSPR.NS,48.9
535,GLS,Glenmark Life Sciences Limited,EQ,06-Aug-21,2,1,INE03Q201024,2,GLS.NS,
536,GMBREW,GM Breweries Limited,EQ,23-Aug-95,10,1,INE075D01018,10,GMBREW.NS,43.819
537,GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-Dec-97,2,1,INE131A01031,2,GMDCLTD.NS,5.847
538,GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-Mar-18,2,1,INE541A01023,2,GMMPFAUDLR.NS,50.19
539,GMRINFRA,GMR Infrastructure Limited,EQ,21-Aug-06,1,1,INE776C01039,1,GMRINFRA.NS,-4.792
540,GNA,GNA Axles Limited,EQ,26-Sep-16,10,1,INE934S01014,10,GNA.NS,32.9
541,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-May-95,10,1,INE113A01013,10,GNFC.NS,44.84
542,GOACARBON,Goa Carbon Limited,EQ,05-Jun-07,10,1,INE426D01013,10,GOACARBON.NS,-5.26
543,GOCLCORP,GOCL Corporation Limited,EQ,26-Jun-14,2,1,INE077F01035,2,GOCLCORP.NS,13.11
544,GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-Jul-96,2,1,INE260B01028,2,GODFRYPHLP.NS,61.533
545,GODHA,Godha Cabcon & Insulation Limited,BE,24-Dec-20,10,1,INE925Y01010,10,GODHA.NS,-0.929
546,GODREJAGRO,Godrej Agrovet Limited,EQ,16-Oct-17,10,1,INE850D01014,10,GODREJAGRO.NS,17.27
547,GODREJCP,Godrej Consumer Products Limited,EQ,20-Jun-01,1,1,INE102D01028,1,GODREJCP.NS,16.83
548,GODREJIND,Godrej Industries Limited,EQ,25-Feb-03,1,1,INE233A01035,1,GODREJIND.NS,9.94
549,GODREJPROP,Godrej Properties Limited,EQ,05-Jan-10,5,1,INE484J01027,5,GODREJPROP.NS,-7.48
550,GOENKA,Goenka Diamond and Jewels Limited,BZ,16-Apr-10,1,1,INE516K01024,1,GOENKA.NS,-0.07
551,GOKEX,Gokaldas Exports Limited,EQ,27-Apr-05,5,1,INE887G01027,5,GOKEX.NS,5.83
552,GOKUL,Gokul Refoils and Solvent Limited,EQ,04-Jun-08,2,1,INE020J01029,2,GOKUL.NS,2.043
553,GOKULAGRO,Gokul Agro Resources Limited,EQ,11-Mar-16,2,1,INE314T01025,2,GOKULAGRO.NS,2.195
554,GOLDENTOBC,Golden Tobacco Limited,BE,08-Feb-95,10,1,INE973A01010,10,GOLDENTOBC.NS,-3.026
555,GOLDIAM,Goldiam International Limited,EQ,29-Aug-05,10,1,INE025B01017,10,GOLDIAM.NS,30.26
556,GOLDTECH,Goldstone Technologies Limited,BE,11-Apr-01,10,1,INE805A01014,10,GOLDTECH.NS,0.337
557,GOODLUCK,Goodluck India Limited,EQ,08-Jan-15,2,1,INE127I01024,2,GOODLUCK.NS,14.773
558,GOODYEAR,Goodyear India Limited,EQ,28-Dec-94,10,1,INE533A01012,10,GOODYEAR.NS,45.829
559,GPIL,Godawari Power And Ispat limited,BE,25-Apr-06,5,1,INE177H01021,5,GPIL.NS,181.17
560,GPPL,Gujarat Pipavav Port Limited,EQ,09-Sep-10,10,1,INE517F01014,10,GPPL.NS,4.59
561,GPTINFRA,GPT Infraprojects Limited,EQ,11-Jul-16,10,1,INE390G01014,10,GPTINFRA.NS,4.398
562,GRANULES,Granules India Limited,EQ,20-Jun-05,1,1,INE101D01020,1,GRANULES.NS,21.95
563,GRAPHITE,Graphite India Limited,EQ,07-Feb-03,2,1,INE371A01025,2,GRAPHITE.NS,-5.275
564,GRASIM,Grasim Industries Limited,EQ,10-May-95,2,1,INE047A01021,2,GRASIM.NS,65.49
565,GRAUWEIL,Grauer & Weil (India) Limited,EQ,05-Aug-21,1,1,INE266D01021,1,GRAUWEIL.NS,
566,GRAVITA,Gravita India Limited,EQ,16-Nov-10,2,1,INE024L01027,2,GRAVITA.NS,7.72
567,GREAVESCOT,Greaves Cotton Limited,EQ,09-Sep-04,2,1,INE224A01026,2,GREAVESCOT.NS,-0.81
568,GREENLAM,Greenlam Industries Limited,EQ,02-Mar-15,5,1,INE544R01013,5,GREENLAM.NS,30.56
569,GREENPANEL,Greenpanel Industries Limited,EQ,23-Oct-19,1,1,INE08ZM01014,1,GREENPANEL.NS,5.61
570,GREENPLY,Greenply Industries Limited,EQ,06-Mar-96,1,1,INE461C01038,1,GREENPLY.NS,4.97
571,GREENPOWER,Orient Green Power Company Limited,BE,08-Oct-10,10,1,INE999K01014,10,GREENPOWER.NS,-0.77
572,GRINDWELL,Grindwell Norton Limited,EQ,11-Sep-06,5,1,INE536A01023,5,GRINDWELL.NS,21.6
573,GRINFRA,G R Infraprojects Limited,EQ,19-Jul-21,5,1,INE201P01022,5,GRINFRA.NS,
574,GROBTEA,The Grob Tea Company Limited,EQ,14-Jul-16,10,1,INE646C01018,10,GROBTEA.NS,232.782
575,GRPLTD,GRP Limited,EQ,12-Feb-15,10,1,INE137I01015,10,GRPLTD.NS,12.52
576,GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-Oct-18,10,1,INE382Z01011,10,GRSE.NS,13.4
577,GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-May-13,10,1,INE542A01039,10,GSCLCEMENT.NS,2.924
578,GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-Sep-95,2,1,INE026A01025,2,GSFC.NS,9.088
579,GSPL,Gujarat State Petronet Limited,EQ,16-Feb-06,10,1,INE246F01010,10,GSPL.NS,28.48
580,GSS,GSS Infotech Limited,EQ,07-Mar-08,10,1,INE871H01011,10,GSS.NS,-0.808
581,GTL,GTL Limited,EQ,29-Mar-95,10,1,INE043A01012,10,GTL.NS,12.497
582,GTLINFRA,GTL Infrastructure Limited,EQ,09-Nov-06,10,1,INE221H01019,10,GTLINFRA.NS,-1
583,GTNTEX,GTN Textiles Limited,EQ,18-May-06,10,1,INE302H01017,10,GTNTEX.NS,-14.125
584,GTPL,GTPL Hathway Limited,EQ,04-Jul-17,10,1,INE869I01013,10,GTPL.NS,16.73
585,GUFICBIO,Gufic Biosciences Limited,EQ,19-Oct-04,1,1,INE742B01025,1,GUFICBIO.NS,4.56
586,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-Aug-97,10,1,INE186A01019,10,GUJALKALI.NS,19.401
587,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-Jun-07,10,1,INE826C01016,10,GUJAPOLLO.NS,43.394
588,GUJGASLTD,Gujarat Gas Limited,EQ,15-Sep-15,2,1,INE844O01030,2,GUJGASLTD.NS,18.56
589,GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-Oct-96,10,1,INE610B01024,10,GUJRAFFIA.NS,0.861
590,GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-Jul-14,2,1,INE635Q01029,2,GULFOILLUB.NS,39.7
591,GULFPETRO,GP Petroleums Limited,EQ,24-Sep-04,5,1,INE586G01017,5,GULFPETRO.NS,3.48
592,GULPOLY,Gulshan Polyols Limited,EQ,28-Jan-15,1,1,INE255D01024,1,GULPOLY.NS,13.31
593,HAL,Hindustan Aeronautics Limited,EQ,28-Mar-18,10,1,INE066F01012,10,HAL.NS,85.043
594,HAPPSTMNDS,Happiest Minds Technologies Limited,BE,17-Sep-20,2,1,INE419U01012,2,HAPPSTMNDS.NS,11.45
595,HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-Feb-95,10,1,INE544A01019,10,HARRMALAYA.NS,21.9
596,HATHWAY,Hathway Cable & Datacom Limited,EQ,25-Feb-10,2,1,INE982F01036,2,HATHWAY.NS,1.43
597,HATSUN,Hatsun Agro Product Limited,EQ,20-Jun-14,1,1,INE473B01035,1,HATSUN.NS,11.428
598,HAVELLS,Havells India Limited,EQ,21-Mar-01,1,1,INE176B01034,1,HAVELLS.NS,16.68
599,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-Feb-00,2,1,INE293B01029,2,HAVISHA.NS,0.019
600,HBLPOWER,HBL Power Systems Limited,EQ,04-Jan-07,1,1,INE292B01021,1,HBLPOWER.NS,0.44
601,HBSL,HB Stockholdings Limited,EQ,23-Jul-18,10,1,INE550B01022,10,HBSL.NS,16.47
602,HCC,Hindustan Construction Company Limited,EQ,01-Apr-03,1,1,INE549A01026,1,HCC.NS,-3
603,HCG,Healthcare Global Enterprises Limited,EQ,30-Mar-16,10,1,INE075I01017,10,HCG.NS,-17.02
604,HCL-INSYS,HCL Infosystems Limited,EQ,01-Jan-97,2,1,INE236A01020,2,HCL-INSYS.NS,-6.845
605,HCLTECH,HCL Technologies Limited,EQ,06-Jan-00,2,1,INE860A01027,2,HCLTECH.NS,45.914
606,HDFC,Housing Development Finance Corporation Limited,EQ,23-Oct-96,2,1,INE001A01036,2,HDFC.NS,99.219
607,HDFCAMC,HDFC Asset Management Company Limited,EQ,06-Aug-18,5,1,INE127D01025,5,HDFCAMC.NS,62.16
608,HDFCBANK,HDFC Bank Limited,EQ,08-Nov-95,1,1,INE040A01034,1,HDFCBANK.NS,57.6
609,HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-Nov-17,10,1,INE795G01014,10,HDFCLIFE.NS,6.69
610,HDIL,Housing Development and Infrastructure Limited,BZ,24-Jul-07,10,1,INE191I01012,10,HDIL.NS,1.943
611,HEG,HEG Limited,EQ,10-May-95,10,1,INE545A01016,10,HEG.NS,-4.65
612,HEIDELBERG,HeidelbergCement India Limited,EQ,15-Mar-95,10,1,INE578A01017,10,HEIDELBERG.NS,13.9
613,HEMIPROP,Hemisphere Properties India Limited,EQ,22-Oct-20,10,1,INE0AJG01018,10,HEMIPROP.NS,-0.26
614,HERANBA,Heranba Industries Limited,EQ,05-Mar-21,10,1,INE694N01015,10,HERANBA.NS,39.41
615,HERCULES,Hercules Hoists Limited,EQ,19-Feb-08,1,1,INE688E01024,1,HERCULES.NS,2.43
616,HERITGFOOD,Heritage Foods Limited,EQ,27-Nov-96,5,1,INE978A01027,5,HERITGFOOD.NS,32.32
617,HEROMOTOCO,Hero MotoCorp Limited,EQ,11-Apr-03,2,1,INE158A01026,2,HEROMOTOCO.NS,146.04
618,HESTERBIO,Hester Biosciences Limited,EQ,13-Mar-15,10,1,INE782E01017,10,HESTERBIO.NS,40.79
619,HEXATRADEX,Hexa Tradex Limited,BE,20-Apr-12,2,1,INE750M01017,2,HEXATRADEX.NS,-0.028
620,HFCL,HFCL Limited,EQ,09-Mar-11,1,1,INE548A01028,1,HFCL.NS,1.86
621,HGINFRA,H.G. Infra Engineering Limited,EQ,09-Mar-18,10,1,INE926X01010,10,HGINFRA.NS,36.31
622,HGS,Hinduja Global Solutions Limited,BE,19-Jun-07,10,1,INE170I01016,10,HGS.NS,160.82
623,HIKAL,Hikal Limited,EQ,14-Feb-01,2,1,INE475B01022,2,HIKAL.NS,10.8
624,HIL,HIL Limited,EQ,26-Apr-95,10,1,INE557A01011,10,HIL.NS,294.682
625,HILTON,Hilton Metal Forging Limited,EQ,24-May-07,10,1,INE788H01017,10,HILTON.NS,-13.628
626,HIMATSEIDE,Himatsingka Seide Limited,EQ,08-Feb-95,5,1,INE049A01027,5,HIMATSEIDE.NS,-5.42
627,HINDALCO,Hindalco Industries Limited,EQ,08-Jan-97,1,1,INE038A01020,1,HINDALCO.NS,15.65
628,HINDCOMPOS,Hindustan Composites Limited,EQ,08-May-96,5,1,INE310C01029,5,HINDCOMPOS.NS,13.35
629,HINDCON,Hindcon Chemicals Limited,EQ,05-Jul-21,10,1,INE642Y01011,10,HINDCON.NS,
630,HINDCOPPER,Hindustan Copper Limited,EQ,15-Sep-10,5,1,INE531E01026,5,HINDCOPPER.NS,-3.971
631,HINDMOTORS,Hindustan Motors Limited,BE,21-Feb-11,5,1,INE253A01025,5,HINDMOTORS.NS,0.066
632,HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,15-Apr-09,2,1,INE952A01022,2,HINDNATGLS.NS,-25.056
633,HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-Sep-03,10,1,INE345A01011,10,HINDOILEXP.NS,3.333
634,HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-Jun-98,10,1,INE094A01015,10,HINDPETRO.NS,70.57
635,HINDUNILVR,Hindustan Unilever Limited,EQ,06-Jul-95,1,1,INE030A01027,1,HINDUNILVR.NS,34.026
636,HINDZINC,Hindustan Zinc Limited,EQ,21-Nov-06,2,1,INE267A01025,2,HINDZINC.NS,18.89
637,HIRECT,Hind Rectifiers Limited,EQ,26-Dec-06,2,1,INE835D01023,2,HIRECT.NS,3.22
638,HISARMETAL,Hisar Metal Industries Limited,EQ,05-Jan-17,10,1,INE598C01011,10,HISARMETAL.NS,6
639,HITECH,Hi-Tech Pipes Limited,EQ,07-May-18,10,1,INE106T01017,10,HITECH.NS,18.695
640,HITECHCORP,Hitech Corporation Limited,EQ,20-Dec-07,10,1,INE120D01012,10,HITECHCORP.NS,9.87
641,HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-Jan-02,10,1,INE127B01011,10,HITECHGEAR.NS,-2.563
642,HLEGLAS,HLE Glascoat Limited,EQ,22-Feb-21,10,1,INE461D01010,10,HLEGLAS.NS,39.41
643,HLVLTD,HLV LIMITED,BE,19-Jul-95,2,1,INE102A01024,2,HLVLTD.NS,-0.57
644,HMT,HMT Limited,BZ,29-Aug-03,10,1,INE262A01018,10,HMT.NS,3.062
645,HMVL,Hindustan Media Ventures Limited,EQ,21-Jul-10,10,1,INE871K01015,10,HMVL.NS,10.078
646,HNDFDS,Hindustan Foods Limited,EQ,19-Aug-19,10,1,INE254N01018,10,HNDFDS.NS,16.23
647,HOMEFIRST,Home First Finance Company India Limited,EQ,03-Feb-21,2,1,INE481N01025,2,HOMEFIRST.NS,12.18
648,HONAUT,Honeywell Automation India Limited,EQ,18-Jul-03,10,1,INE671A01010,10,HONAUT.NS,520.32
649,HONDAPOWER,Honda India Power Products Limited,EQ,01-Apr-03,10,1,INE634A01018,10,HONDAPOWER.NS,47.99
650,HOTELRUGBY,Hotel Rugby Limited,EQ,03-Apr-96,10,1,INE275F01019,10,HOTELRUGBY.NS,-0.03
651,HOVS,HOV Services Limited,EQ,27-Sep-06,10,1,INE596H01014,10,HOVS.NS,0.752
652,HPL,HPL Electric & Power Limited,EQ,04-Oct-16,10,1,INE495S01016,10,HPL.NS,-0.246
653,HSCL,Himadri Speciality Chemical Limited,EQ,02-Mar-07,1,1,INE019C01026,1,HSCL.NS,2.253
654,HSIL,HSIL Limited,EQ,31-May-00,2,1,INE415A01038,2,HSIL.NS,12.71
655,HTMEDIA,HT Media Limited,EQ,01-Sep-05,2,1,INE501G01024,2,HTMEDIA.NS,-3.07
656,HUBTOWN,Hubtown Limited,EQ,07-Feb-07,10,1,INE703H01016,10,HUBTOWN.NS,-17.367
657,HUDCO,Housing & Urban Development Corporation Limited,EQ,19-May-17,10,1,INE031A01017,10,HUDCO.NS,7.46
658,HUHTAMAKI,Huhtamaki India Limited,EQ,01-Oct-04,2,1,INE275B01026,2,HUHTAMAKI.NS,11.231
659,IBREALEST,Indiabulls Real Estate Limited,EQ,23-Mar-07,2,1,INE069I01010,2,IBREALEST.NS,0.1
660,IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-Jul-13,2,1,INE148I01020,2,IBULHSGFIN.NS,27.72
661,ICDSLTD,ICDS Limited,BE,17-Nov-99,10,1,INE613B01010,10,ICDSLTD.NS,
662,ICEMAKE,Ice Make Refrigeration Limited,EQ,12-Oct-20,10,1,INE520Y01019,10,ICEMAKE.NS,3.063
663,ICICIBANK,ICICI Bank Limited,EQ,17-Sep-97,2,1,INE090A01021,2,ICICIBANK.NS,26.83
664,ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-17,10,1,INE765G01017,10,ICICIGI.NS,32.27
665,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-16,10,1,INE726G01019,10,ICICIPRULI.NS,6.65
666,ICIL,Indo Count Industries Limited,EQ,12-Sep-05,2,1,INE483B01026,2,ICIL.NS,10.175
667,ICRA,ICRA Limited,EQ,13-Apr-07,10,1,INE725G01011,10,ICRA.NS,84.89
668,IDBI,IDBI Bank Limited,EQ,20-Sep-95,10,1,INE008A01015,10,IDBI.NS,1.44
669,IDEA,Vodafone Idea Limited,EQ,09-Mar-07,10,1,INE669E01016,10,IDEA.NS,-17.014
670,IDFC,IDFC Limited,EQ,12-Aug-05,10,1,INE043D01016,10,IDFC.NS,-2.11
671,IDFCFIRSTB,IDFC First Bank Limited,EQ,06-Nov-15,10,1,INE092T01019,10,IDFCFIRSTB.NS,0.87
672,IEX,Indian Energy Exchange Limited,EQ,23-Oct-17,1,1,INE022Q01020,1,IEX.NS,6.9
673,IFBAGRO,IFB Agro Industries Limited,EQ,03-Apr-96,10,1,INE076C01018,10,IFBAGRO.NS,49.51
674,IFBIND,IFB Industries Limited,EQ,29-Mar-95,10,1,INE559A01017,10,IFBIND.NS,15.61
675,IFCI,IFCI Limited,EQ,26-Apr-95,10,1,INE039A01010,10,IFCI.NS,-3.445
676,IFGLEXPOR,IFGL Refractories Limited,EQ,14-Nov-17,10,1,INE133Y01011,10,IFGLEXPOR.NS,18.2
677,IGARASHI,Igarashi Motors India Limited,EQ,09-Oct-03,10,1,INE188B01013,10,IGARASHI.NS,8.14
678,IGL,Indraprastha Gas Limited,EQ,26-Dec-03,2,1,INE203G01027,2,IGL.NS,15.543
679,IGPL,IG Petrochemicals Limited,EQ,29-Jan-07,10,1,INE204A01010,10,IGPL.NS,61.08
680,IIFL,IIFL Finance Limited,EQ,17-May-05,2,1,INE530B01024,2,IIFL.NS,20.04
681,IIFLSEC,IIFL Securities Limited,EQ,20-Sep-19,2,1,INE489L01022,2,IIFLSEC.NS,6.91
682,IIFLWAM,Iifl Wealth Management Limited,EQ,19-Sep-19,2,1,INE466L01020,2,IIFLWAM.NS,41.76
683,IITL,Industrial Investment Trust Limited,BE,17-Aug-10,10,1,INE886A01014,10,IITL.NS,-12.228
684,IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-07,10,1,INE369I01014,10,IL&FSENGG.NS,
685,IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-Mar-10,10,1,INE975G01012,10,IL&FSTRANS.NS,
686,IMAGICAA,Imagicaaworld Entertainment Limited,BE,06-Apr-15,10,1,INE172N01012,10,IMAGICAA.NS,-51.529
687,IMFA,Indian Metals & Ferro Alloys Limited,BE,23-Jul-10,10,1,INE919H01018,10,IMFA.NS,61.74
688,IMPAL,India Motor Parts and Accessories Limited,EQ,07-Oct-05,10,1,INE547E01014,10,IMPAL.NS,37.361
689,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-Jul-16,10,1,INE452L01012,10,INCREDIBLE.NS,0.134
690,INDBANK,Indbank Merchant Banking Services Limited,EQ,08-Oct-08,10,1,INE841B01017,10,INDBANK.NS,0.91
691,INDHOTEL,The Indian Hotels Company Limited,EQ,03-Jul-96,1,1,INE053A01029,1,INDHOTEL.NS,-6.05
692,INDIACEM,The India Cements Limited,EQ,31-May-00,10,1,INE383A01012,10,INDIACEM.NS,7.01
